0,49,51,52,52
200,49,51,52,52
400,49,51,52,52
600,49,51,52,52
800,49,51,52,52
1000,49,51,52,52
1200,49,51,52,52
1400,49,51,52,52
1600,49,51,52,52
1800,49,51,52,52
2000,49,51,52,52
2200,49,51,52,52
2400,49,51,52,52
2600,49,52,52,52
2800,49,51,52,52
3000,49,52,52,52
3200,52,51,52,52
3400,52,51,52,52
3600,52,52,52,52
3800,52,52,52,52
4000,52,51,52,52
4200,52,52,52,52
4400,52,52,52,52
4600,52,52,52,52
4800,52,52,52,52
5000,52,51,52,52
5200,52,52,52,52
5400,52,52,52,52
5600,52,52,52,52
5800,52,52,52,52
6000,52,51,52,52
6200,52,52,52,52
6400,52,52,52,52
6600,52,52,52,52
6800,52,52,52,52
7000,52,52,52,52
7200,52,52,52,52
7400,52,52,52,52
7600,52,52,52,52
7800,52,52,52,52
8000,52,52,52,52
8200,53,52,52,52
8400,53,52,53,53
8600,53,52,53,53
8800,53,52,53,53
9000,53,52,53,53
9200,53,52,53,53
9400,53,52,53,53
9600,53,52,53,53
9800,53,52,53,53
10000,53,52,53,53
10200,53,52,53,53
10400,53,52,53,53
10600,53,52,53,53
10800,53,52,53,53
11000,53,52,53,53
11200,53,52,53,53
11400,53,52,53,53
11600,53,52,53,53
11800,53,52,53,53
12000,53,52,53,53
12200,53,52,53,53
12400,53,52,53,53
12600,53,52,53,53
12800,53,52,53,53
13000,53,52,53,53
13200,51,52,52,52
13400,51,52,52,52
13600,51,52,52,52
13800,51,52,52,52
14000,51,52,52,52
14200,51,52,52,52
14400,51,52,53,53
14600,51,52,53,53
14800,51,52,53,53
15000,51,52,53,53
15200,51,52,53,53
15400,51,52,53,53
15600,51,52,53,53
15800,51,52,53,53
16000,51,52,53,53
16200,51,53,53,53
16400,51,52,53,53
16600,51,52,53,53
16800,51,52,53,53
17000,51,52,53,53
17200,51,52,53,53
17400,51,52,53,53
17600,51,52,53,53
17800,51,52,53,53
18000,51,52,53,53
18200,53,53,53,53
