18400,53,52,53,53
18600,53,52,53,53
18800,53,52,53,53
19000,53,52,53,53
19200,53,53,53,53
19400,53,52,53,53
19600,53,52,53,53
19800,53,52,53,53
20000,53,52,53,53
20200,53,53,53,53
20400,53,52,54,54
20600,53,52,54,54
20800,53,52,54,54
21000,53,52,54,54
21200,53,53,54,54
21400,53,52,54,54
21600,53,52,53,53
21800,53,53,53,53
22000,53,53,53,53
22200,53,53,53,53
22400,53,53,53,53
22600,53,52,53,53
22800,53,53,54,54
23000,53,53,54,54
23200,53,53,54,54
23400,53,53,54,54
23600,53,53,54,54
23800,53,53,54,54
24000,53,53,53,53
24200,53,53,53,53
24400,53,53,53,53
24600,53,53,53,53
24800,53,53,53,53
25000,53,53,53,53
25200,53,53,53,53
25400,53,53,53,53
25600,53,53,53,53
25800,53,53,53,53
26000,53,53,53,53
26200,53,53,53,53
26400,53,53,53,53
26600,53,53,53,53
26800,53,53,53,53
27000,53,53,53,53
27200,53,53,53,53
27400,53,53,53,53
27600,53,53,53,53
27800,53,53,53,53
28000,53,53,53,53
28200,53,53,53,53
28400,53,53,53,53
28600,53,53,53,53
28800,53,53,54,54
29000,53,53,54,54
29200,54,53,54,54
29400,54,53,54,54
29600,54,53,54,54
29800,54,53,54,54
30000,54,53,54,54
30200,54,53,54,54
30400,54,53,54,54
30600,54,53,54,54
30800,54,53,54,54
31000,54,53,54,54
31200,54,53,53,53
31400,54,53,53,53
31600,54,53,53,53
31800,54,53,53,53
32000,54,53,53,53
32200,54,53,53,53
32400,54,53,54,54
32600,54,53,54,54
32800,54,53,54,54
33000,54,53,54,54
33200,54,53,54,54
33400,54,53,54,54
33600,54,53,54,54
33800,54,53,54,54
34000,54,53,54,54
34200,54,53,54,54
34400,54,53,54,54
34600,54,53,54,54
34800,54,53,54,54
35000,54,53,54,54
35200,54,53,54,54
35400,54,53,54,54
35600,54,53,54,54
35800,54,53,54,54
36000,54,53,53,53
36200,54,53,53,53
36400,54,53,53,53
36600,54,53,53,53
36800,54,53,53,53
37000,54,53,53,53
37200,54,53,53,53
37400,54,53,53,53
37600,54,53,53,53
37800,54,53,53,53
38000,54,53,53,53
38200,54,54,53,53
38400,54,53,54,54
38600,54,53,54,54
38800,54,53,54,54
39000,54,53,54,54
39200,54,53,54,54
39400,54,53,54,54
39600,54,53,54,54
39800,54,53,54,54
40000,54,53,54,54
40200,54,54,54,54
40400,54,53,54,54
40600,54,53,54,54
40800,54,53,54,54
41000,54,53,54,54
41200,54,53,54,54
41400,54,53,54,54
41600,54,53,54,54
41800,54,53,54,54
42000,54,53,54,54
42200,54,54,54,54
42400,54,53,54,54
42600,54,53,54,54
42800,54,53,54,54
43000,54,54,54,54
43200,54,54,53,53
43400,54,53,53,53
43600,54,54,53,53
43800,54,53,53,53
44000,54,53,53,53
44200,54,54,53,53
44400,54,53,54,54
44600,54,54,54,54
44800,54,53,54,54
45000,54,53,54,54
45200,54,54,54,54
45400,54,54,54,54
45600,54,54,55,55
45800,54,53,55,55
46000,54,53,55,55
46200,54,54,55,55
46400,54,54,55,55
46600,54,54,55,55
46800,54,54,55,55
47000,54,54,55,55
47200,54,54,55,55
47400,54,53,55,55
47600,54,54,55,55
47800,54,53,55,55
48000,54,53,54,54
48200,54,54,54,54
48400,54,54,54,54
48600,54,54,54,54
48800,54,53,54,54
49000,54,53,54,54
49200,54,54,54,54
49400,54,54,54,54
49600,54,54,54,54
49800,54,54,54,54
50000,54,54,54,54
50200,54,54,54,54
50400,54,54,55,55
50600,54,54,55,55
50800,54,54,55,55
51000,54,54,55,55
51200,54,54,55,55
51400,54,54,55,55
51600,54,54,54,54
51800,54,54,54,54
52000,54,54,54,54
52200,54,54,54,54
52400,54,54,54,54
52600,54,54,54,54
52800,54,54,55,55
53000,54,54,55,55
53200,54,54,55,55
53400,54,54,55,55
53600,54,54,55,55
53800,54,54,55,55
54000,54,54,55,55
54200,54,54,55,55
54400,54,54,55,55
54600,54,54,55,55
54800,54,54,55,55
55000,54,54,55,55
55200,54,54,54,54
55400,54,54,54,54
55600,54,54,54,54
55800,54,54,54,54
56000,54,54,54,54
56200,54,54,54,54
56400,54,54,55,55
56600,54,54,55,55
56800,54,54,55,55
57000,54,54,55,55
57200,54,54,55,55
57400,54,54,55,55
57600,54,54,55,55
57800,54,54,55,55
58000,54,54,55,55
58200,54,54,55,55
58400,54,54,55,55
58600,54,54,55,55
58800,54,54,55,55
59000,54,54,55,55
59200,54,54,55,55
59400,54,54,55,55
59600,54,54,55,55
59800,54,54,55,55
